backend,GPU,precision,L,blk_x,blk_y,blk_z,BW_GBs
mojo, NVIDIA H100 NVL , float64 , 1024 , 1024 , 1 , 1 , 1796.914594424484
mojo, NVIDIA H100 NVL , float64 , 1024 , 1024 , 1 , 1 , 1796.873125584157
mojo, NVIDIA H100 NVL , float64 , 1024 , 1024 , 1 , 1 , 1794.2099397514644
mojo, NVIDIA H100 NVL , float64 , 1024 , 1024 , 1 , 1 , 1776.4805259602872
mojo, NVIDIA H100 NVL , float64 , 1024 , 1024 , 1 , 1 , 1775.517492325318
mojo, NVIDIA H100 NVL , float64 , 1024 , 1024 , 1 , 1 , 1775.8545273590578
mojo, NVIDIA H100 NVL , float64 , 1024 , 1024 , 1 , 1 , 1776.1158129277555
mojo, NVIDIA H100 NVL , float64 , 1024 , 1024 , 1 , 1 , 1776.421572292717
mojo, NVIDIA H100 NVL , float64 , 1024 , 1024 , 1 , 1 , 1773.9876269049005
mojo, NVIDIA H100 NVL , float64 , 1024 , 1024 , 1 , 1 , 1776.410518915653
mojo, NVIDIA H100 NVL , float64 , 1024 , 1024 , 1 , 1 , 1776.865847675023
mojo, NVIDIA H100 NVL , float64 , 1024 , 1024 , 1 , 1 , 1775.85618431915
mojo, NVIDIA H100 NVL , float64 , 1024 , 1024 , 1 , 1 , 1775.6923443410226
mojo, NVIDIA H100 NVL , float64 , 1024 , 1024 , 1 , 1 , 1761.9136400380123
mojo, NVIDIA H100 NVL , float64 , 1024 , 1024 , 1 , 1 , 1753.4511162916488
mojo, NVIDIA H100 NVL , float64 , 1024 , 1024 , 1 , 1 , 1753.6146474694085
mojo, NVIDIA H100 NVL , float64 , 1024 , 1024 , 1 , 1 , 1754.0346548441744
mojo, NVIDIA H100 NVL , float64 , 1024 , 1024 , 1 , 1 , 1753.0762406112456
