backend,GPU,precision,L,blk_x,blk_y,blk_z,BW_GBs
mojo, AMD Instinct MI300A , float64 ,1024,512,1,1,1430.339309
mojo, AMD Instinct MI300A , float64 ,1024,512,1,1,1418.113968
mojo, AMD Instinct MI300A , float64 ,1024,512,1,1,1430.130328
mojo, AMD Instinct MI300A , float64 ,1024,512,1,1,1430.188717
mojo, AMD Instinct MI300A , float64 ,1024,512,1,1,1430.148238
mojo, AMD Instinct MI300A , float64 ,1024,512,1,1,1430.352328
mojo, AMD Instinct MI300A , float64 ,1024,512,1,1,1426.873238
mojo, AMD Instinct MI300A , float64 ,1024,512,1,1,1422.181972
mojo, AMD Instinct MI300A , float64 ,1024,512,1,1,1426.971896
mojo, AMD Instinct MI300A , float64 ,1024,512,1,1,1428.904899
mojo, AMD Instinct MI300A , float64 ,1024,512,1,1,1428.719216
mojo, AMD Instinct MI300A , float64 ,1024,512,1,1,1429.334252
mojo, AMD Instinct MI300A , float64 ,1024,512,1,1,1428.968195
mojo, AMD Instinct MI300A , float64 ,1024,512,1,1,1429.359418
mojo, AMD Instinct MI300A , float64 ,1024,512,1,1,1427.297684
mojo, AMD Instinct MI300A , float64 ,1024,512,1,1,1429.554931
mojo, AMD Instinct MI300A , float64 ,1024,512,1,1,1429.618284
mojo, AMD Instinct MI300A , float64 ,1024,512,1,1,1429.557436
mojo, AMD Instinct MI300A , float64 ,1024,512,1,1,1429.717322
mojo, AMD Instinct MI300A , float64 ,1024,512,1,1,1429.354528
mojo, AMD Instinct MI300A , float64 ,1024,512,1,1,1429.692144
mojo, AMD Instinct MI300A , float64 ,1024,512,1,1,1429.735103
mojo, AMD Instinct MI300A , float64 ,1024,512,1,1,1427.588998
mojo, AMD Instinct MI300A , float64 ,1024,512,1,1,1429.504944
mojo, AMD Instinct MI300A , float64 ,1024,512,1,1,1429.679018
mojo, AMD Instinct MI300A , float64 ,1024,512,1,1,1429.491702
mojo, AMD Instinct MI300A , float64 ,1024,512,1,1,1429.491702
